storenum,secs,dayofweek,meal,drinkonly,cost
150,165,Tues,Dinner,Yes,139
510,62,Mon,Dinner,No,708
732,214,Tues,Dinner,No,712
545,136,Tues,Lunch,No,238
126,413,Mon,Dinner,No,533
478,89,Fri,Lunch,No,412
617,68,Thur,Dinner,No,720
801,208,Wed,Dinner,No,461
397,114,Wed,Lunch,No,391
752,148,Thur,Dinner,No,826
666,333,Mon,Dinner,No,446
872,332,Thur,Lunch,No,431
157,50,Mon,Breakfast,No,438
85,314,Thur,Lunch,No,349
138,134,Mon,Dinner,No,516
196,113,Tues,Dinner,Yes,109
469,171,Tues,Breakfast,No,238
701,382,Wed,Dinner,No,299
200,216,Mon,Lunch,No,525
641,158,Tues,Lunch,No,567
146,216,Wed,Lunch,No,290
290,304,Fri,Lunch,No,422
254,321,Mon,Dinner,No,513
859,84,Wed,Lunch,No,361
473,140,Tues,Dinner,No,713
768,203,Tues,Dinner,No,775
167,219,Thur,Dinner,No,391
623,296,Thur,Dinner,No,510
307,105,Wed,Lunch,No,401
516,155,Fri,Dinner,No,534
458,114,Wed,Lunch,No,295
50,222,Fri,Lunch,No,323
226,142,Tues,Lunch,No,495
574,62,Tues,Lunch,No,588
399,236,Mon,Breakfast,No,369
788,292,Mon,Lunch,No,309
446,325,Fri,Lunch,No,455
372,150,Thur,Dinner,No,315
558,170,Thur,Dinner,No,326
91,76,Fri,Dinner,No,319
868,565,Tues,Dinner,No,521
237,113,Fri,Lunch,No,489
467,114,Fri,Lunch,Yes,178
601,241,Wed,Lunch,No,271
696,76,Fri,Lunch,No,554
803,101,Mon,Lunch,No,472
196,163,Thur,Breakfast,No,290
505,115,Fri,Lunch,Yes,125
611,236,Fri,Lunch,No,237
726,196,Wed,Lunch,No,368
272,424,Fri,Lunch,No,349
868,66,Mon,Dinner,No,747
539,374,Tues,Breakfast,Yes,109
809,204,Fri,Dinner,No,827
1,109,Thur,Dinner,No,713
247,563,Tues,Lunch,No,576
167,554,Fri,Lunch,Yes,138
367,126,Tues,Lunch,No,533
57,87,Mon,Lunch,No,462
53,114,Tues,Dinner,No,617
887,104,Mon,Dinner,No,753
311,281,Fri,Lunch,No,564
653,176,Mon,Lunch,No,490
498,85,Wed,Lunch,No,366
675,392,Wed,Dinner,No,365
858,490,Wed,Dinner,No,502
412,151,Wed,Lunch,No,216
18,305,Thur,Dinner,No,496
586,382,Wed,Breakfast,No,341
226,360,Mon,Lunch,No,483
128,75,Tues,Breakfast,No,418
208,129,Wed,Lunch,No,377
629,120,Mon,Lunch,No,293
513,132,Tues,Lunch,No,450
370,172,Tues,Lunch,No,543
816,178,Tues,Dinner,No,321
734,104,Wed,Dinner,No,662
345,528,Mon,Lunch,Yes,177
1,161,Fri,Lunch,No,596
454,469,Fri,Lunch,No,245
787,37,Tues,Dinner,No,400
306,387,Wed,Lunch,No,429
47,193,Wed,Lunch,No,441
399,302,Wed,Lunch,Yes,118
77,215,Fri,Lunch,Yes,187
602,191,Fri,Lunch,No,394
571,157,Mon,Dinner,No,752
19,75,Thur,Lunch,No,336
781,390,Mon,Dinner,Yes,114
130,293,Mon,Lunch,No,559
578,440,Mon,Lunch,No,303
794,226,Mon,Dinner,No,486
55,195,Fri,Dinner,No,744
298,140,Fri,Lunch,No,229
552,93,Mon,Lunch,No,254
644,108,Mon,Lunch,No,309
23,91,Thur,Lunch,No,329
118,145,Tues,Dinner,No,393
283,203,Tues,Breakfast,No,462
427,104,Mon,Breakfast,No,175
285,141,Fri,Lunch,No,330
647,334,Thur,Lunch,No,439
872,44,Mon,Dinner,No,520
579,37,Wed,Lunch,No,331
346,271,Fri,Lunch,No,353
879,419,Mon,Dinner,No,650
642,91,Wed,Lunch,Yes,179
519,301,Tues,Lunch,No,392
146,495,Mon,Lunch,No,463
638,159,Mon,Dinner,No,667
551,156,Tues,Lunch,No,258
348,213,Wed,Dinner,No,714
255,148,Fri,Dinner,No,696
324,393,Fri,Breakfast,No,330
378,108,Mon,Dinner,No,764
672,34,Thur,Lunch,Yes,153
841,177,Tues,Lunch,No,385
282,112,Wed,Dinner,No,502
424,129,Tues,Lunch,No,573
481,182,Wed,Lunch,Yes,121
523,168,Mon,Lunch,No,288
230,90,Wed,Dinner,No,795
685,142,Wed,Dinner,No,462
574,137,Wed,Lunch,No,550
716,89,Wed,Dinner,No,750
28,166,Fri,Dinner,No,444
734,581,Fri,Breakfast,No,423
823,84,Fri,Lunch,No,502
752,66,Thur,Dinner,No,534
546,584,Tues,Lunch,No,531
733,79,Mon,Breakfast,Yes,194
467,498,Thur,Dinner,No,394
245,165,Fri,Dinner,No,458
88,144,Mon,Dinner,No,758
366,123,Tues,Breakfast,Yes,194
17,192,Thur,Dinner,No,591
682,124,Wed,Lunch,No,406
72,146,Tues,Lunch,No,338
623,86,Tues,Dinner,No,713
63,182,Tues,Lunch,No,383
755,338,Fri,Breakfast,No,447
4,148,Mon,Dinner,No,316
336,482,Wed,Dinner,No,505
36,255,Mon,Lunch,No,597
593,142,Mon,Lunch,No,502
365,178,Thur,Dinner,Yes,158
228,418,Fri,Dinner,No,642
585,386,Wed,Lunch,No,408
718,132,Fri,Breakfast,Yes,90
292,187,Wed,Dinner,No,817
23,204,Tues,Breakfast,No,409
379,151,Thur,Lunch,No,451
57,399,Wed,Dinner,No,769
36,144,Tues,Lunch,No,446
523,233,Mon,Lunch,No,429
889,299,Wed,Lunch,Yes,145
455,142,Mon,Lunch,Yes,174
882,261,Thur,Dinner,No,301
743,242,Wed,Dinner,No,656
144,557,Wed,Dinner,No,758
62,266,Fri,Dinner,No,815
190,251,Thur,Lunch,Yes,184
674,52,Mon,Lunch,No,448
64,175,Mon,Breakfast,Yes,104
295,87,Mon,Lunch,No,376
600,250,Thur,Lunch,No,543
75,178,Thur,Dinner,No,616
381,160,Thur,Lunch,No,297
506,449,Fri,Dinner,No,419
477,128,Thur,Lunch,No,369
811,130,Tues,Dinner,No,698
828,55,Thur,Lunch,No,527
199,125,Wed,Dinner,No,414
552,101,Wed,Lunch,No,216
655,242,Tues,Lunch,No,255
207,168,Tues,Dinner,No,528
739,42,Fri,Breakfast,No,410
407,392,Mon,Breakfast,No,246
147,489,Thur,Dinner,No,738
809,505,Thur,Lunch,No,431
776,118,Tues,Lunch,No,266
330,297,Tues,Lunch,Yes,186
742,255,Thur,Lunch,No,361
42,495,Fri,Breakfast,No,338
264,106,Wed,Dinner,No,477
888,346,Fri,Lunch,No,460
321,549,Tues,Lunch,No,231
659,190,Wed,Dinner,No,317
721,131,Thur,Lunch,No,269
823,152,Tues,Lunch,No,563
316,62,Fri,Dinner,No,578
575,182,Fri,Dinner,No,744
541,114,Thur,Lunch,No,464
363,160,Fri,Dinner,No,733
397,412,Wed,Breakfast,Yes,118
411,158,Thur,Dinner,No,725
552,129,Thur,Lunch,No,449
806,124,Wed,Lunch,No,482
465,152,Thur,Lunch,No,585
93,102,Mon,Dinner,No,457
772,109,Fri,Dinner,No,802
165,125,Tues,Dinner,No,677
410,390,Fri,Lunch,No,420
547,142,Fri,Breakfast,No,361
853,332,Fri,Breakfast,No,334
323,182,Wed,Dinner,No,768
381,34,Wed,Dinner,No,350
204,365,Wed,Lunch,No,307
475,71,Fri,Dinner,No,641
375,69,Wed,Breakfast,No,279
442,239,Wed,Dinner,No,595
522,176,Thur,Lunch,No,464
522,267,Tues,Lunch,Yes,121
277,314,Fri,Lunch,No,493
225,185,Fri,Dinner,No,535
420,305,Wed,Lunch,No,525
128,592,Wed,Dinner,No,509
808,31,Wed,Lunch,No,504
790,110,Fri,Lunch,No,446
179,121,Mon,Lunch,No,233
337,118,Fri,Breakfast,No,313
309,169,Wed,Lunch,No,405
763,130,Thur,Dinner,No,450
62,248,Wed,Lunch,No,482
65,262,Fri,Lunch,Yes,195
196,132,Tues,Lunch,No,407
274,529,Wed,Lunch,No,320
151,284,Fri,Lunch,No,449
838,147,Wed,Lunch,Yes,114
803,43,Tues,Breakfast,No,426
147,283,Fri,Breakfast,No,296
851,249,Thur,Lunch,No,256
883,148,Fri,Lunch,No,335
314,73,Fri,Lunch,No,445
10,195,Tues,Dinner,No,737
756,148,Mon,Lunch,No,412
11,241,Tues,Dinner,No,822
653,469,Tues,Breakfast,No,215
304,40,Thur,Lunch,No,590
66,235,Mon,Dinner,No,810
666,400,Tues,Dinner,No,588
243,538,Wed,Dinner,Yes,139
865,139,Wed,Lunch,No,245
779,30,Thur,Dinner,No,769
383,150,Mon,Dinner,Yes,103
854,264,Tues,Lunch,No,570
420,183,Wed,Lunch,No,405
6,217,Mon,Lunch,No,291
105,317,Thur,Breakfast,No,429
512,248,Tues,Lunch,No,403
142,34,Tues,Lunch,No,581
572,204,Tues,Dinner,Yes,161
599,46,Fri,Dinner,No,710
223,174,Mon,Lunch,Yes,163
239,558,Tues,Lunch,No,466
313,389,Mon,Dinner,No,780
78,260,Wed,Dinner,No,359
314,195,Wed,Lunch,No,421
421,174,Fri,Lunch,No,503
802,347,Tues,Lunch,No,374
787,302,Tues,Dinner,No,405
826,264,Tues,Lunch,No,596
865,108,Tues,Dinner,No,704
562,126,Thur,Lunch,No,372
816,161,Mon,Lunch,Yes,145
350,457,Tues,Lunch,No,231
560,151,Tues,Dinner,No,336
712,96,Mon,Lunch,No,248
265,192,Fri,Lunch,No,475
731,252,Fri,Lunch,No,564
406,572,Mon,Dinner,No,737
105,54,Thur,Breakfast,Yes,155
307,164,Mon,Lunch,No,300
473,182,Wed,Lunch,No,547
779,196,Wed,Lunch,No,405
40,255,Mon,Lunch,Yes,121
345,96,Tues,Lunch,No,554
373,67,Fri,Dinner,No,421
727,358,Wed,Dinner,No,609
885,186,Mon,Lunch,Yes,120
581,198,Fri,Lunch,Yes,120
472,86,Wed,Breakfast,Yes,152
822,165,Fri,Breakfast,No,328
437,470,Fri,Breakfast,No,471
221,68,Fri,Lunch,Yes,116
409,46,Wed,Breakfast,Yes,165
606,473,Mon,Dinner,No,369
762,117,Tues,Lunch,No,462
379,428,Wed,Dinner,No,393
800,174,Tues,Lunch,No,544
824,131,Fri,Lunch,Yes,117
14,83,Wed,Lunch,No,523
799,155,Mon,Lunch,No,366
761,94,Tues,Dinner,Yes,102
525,137,Thur,Dinner,No,696
96,106,Mon,Dinner,No,399
884,213,Tues,Lunch,No,359
657,587,Wed,Lunch,No,261
148,313,Wed,Dinner,No,554
618,400,Tues,Lunch,No,332
293,420,Wed,Breakfast,No,346
97,69,Fri,Lunch,No,487
188,88,Mon,Lunch,No,443
834,191,Tues,Dinner,No,401
306,157,Mon,Lunch,No,349
109,175,Tues,Breakfast,No,298
667,97,Thur,Lunch,No,439
10,117,Fri,Lunch,No,231
498,166,Fri,Lunch,No,412
790,297,Wed,Dinner,No,510
209,374,Tues,Lunch,No,285
628,287,Mon,Lunch,No,578
191,152,Wed,Dinner,No,315
9,219,Tues,Dinner,No,564
173,210,Fri,Lunch,No,547
820,244,Tues,Dinner,No,422
280,475,Fri,Dinner,No,291
266,130,Fri,Lunch,Yes,180
724,129,Tues,Lunch,No,412
105,348,Thur,Lunch,No,355
828,568,Wed,Dinner,No,591
553,125,Mon,Dinner,No,388
748,209,Mon,Lunch,No,347
692,163,Thur,Lunch,No,577
207,530,Wed,Dinner,No,353
721,567,Thur,Lunch,Yes,112
695,79,Wed,Lunch,No,313
243,35,Fri,Lunch,No,561
822,219,Tues,Lunch,No,364
549,155,Thur,Dinner,No,586
537,189,Thur,Dinner,Yes,135
380,85,Mon,Lunch,No,310
241,100,Thur,Lunch,No,401
350,174,Mon,Lunch,Yes,181
177,536,Wed,Dinner,No,634
81,415,Wed,Dinner,No,687
143,425,Fri,Lunch,No,277
412,329,Fri,Lunch,No,332
258,122,Mon,Dinner,No,537
43,74,Fri,Lunch,No,215
337,456,Tues,Lunch,No,399
388,182,Wed,Lunch,No,523
285,110,Fri,Lunch,No,402
51,147,Tues,Breakfast,No,308
494,246,Thur,Lunch,No,415
86,323,Tues,Lunch,No,474
158,356,Wed,Lunch,No,289
878,199,Wed,Dinner,No,644
521,158,Tues,Lunch,No,402
889,502,Fri,Lunch,No,455
86,298,Thur,Dinner,Yes,167
747,266,Wed,Lunch,No,296
188,306,Fri,Dinner,No,750
712,432,Wed,Lunch,Yes,99
710,448,Tues,Lunch,No,599
665,114,Fri,Breakfast,No,225
422,569,Fri,Lunch,No,334
444,174,Thur,Breakfast,Yes,115
860,147,Mon,Dinner,Yes,124
229,473,Thur,Dinner,No,382
640,150,Tues,Lunch,No,529
471,82,Tues,Dinner,No,556
691,114,Wed,Lunch,No,373
542,111,Fri,Lunch,Yes,119
657,290,Mon,Dinner,Yes,117
137,103,Wed,Lunch,No,493
384,155,Thur,Dinner,Yes,93
713,127,Mon,Dinner,No,474
337,580,Tues,Lunch,No,310
663,168,Thur,Lunch,No,437
44,115,Wed,Lunch,No,600
854,71,Wed,Dinner,No,422
714,540,Tues,Lunch,No,338
477,99,Fri,Dinner,No,688
169,154,Mon,Lunch,Yes,155
488,160,Tues,Dinner,No,597
93,324,Mon,Dinner,Yes,132
371,222,Thur,Dinner,No,763
118,258,Wed,Dinner,No,739
323,246,Mon,Lunch,No,515
776,184,Fri,Dinner,No,780
848,167,Wed,Dinner,No,435
329,153,Fri,Dinner,No,674
834,576,Wed,Lunch,No,423
289,441,Thur,Lunch,No,483
610,353,Wed,Dinner,No,646
78,155,Tues,Lunch,No,430
810,321,Tues,Lunch,Yes,185
731,575,Fri,Dinner,No,602
1,314,Mon,Lunch,No,260
110,183,Wed,Lunch,No,415
517,165,Wed,Lunch,No,224
787,123,Tues,Lunch,No,362
734,223,Tues,Breakfast,No,319
509,108,Mon,Breakfast,Yes,114
406,50,Fri,Breakfast,No,328
373,235,Wed,Dinner,No,828
890,191,Fri,Lunch,No,235
473,67,Mon,Lunch,No,541
886,172,Wed,Lunch,No,494
182,96,Wed,Breakfast,No,474
5,384,Thur,Lunch,No,358
680,138,Tues,Dinner,No,717
820,110,Wed,Breakfast,No,409
153,180,Mon,Lunch,No,567
592,115,Wed,Dinner,No,509
283,577,Wed,Dinner,No,794
717,172,Fri,Lunch,No,491
866,199,Tues,Dinner,No,762
705,477,Wed,Dinner,No,451
780,158,Wed,Dinner,No,602
344,109,Wed,Lunch,No,238
748,517,Tues,Lunch,Yes,99
239,357,Tues,Lunch,No,351
753,177,Wed,Lunch,No,599
762,422,Wed,Dinner,No,602
692,204,Mon,Lunch,No,305
741,169,Wed,Lunch,No,521
878,195,Thur,Breakfast,No,380
174,230,Thur,Dinner,No,705
707,396,Fri,Lunch,No,521
362,125,Mon,Dinner,No,745
416,473,Wed,Lunch,No,590
231,477,Thur,Breakfast,No,202
787,393,Mon,Dinner,No,424
832,464,Tues,Breakfast,No,212
532,159,Wed,Dinner,No,485
273,279,Tues,Lunch,No,460
650,99,Mon,Dinner,No,400
803,103,Fri,Lunch,No,268
781,150,Mon,Dinner,No,297
757,180,Tues,Lunch,Yes,147
686,213,Fri,Dinner,No,690
659,172,Tues,Lunch,No,466
320,208,Wed,Dinner,No,723
553,184,Fri,Lunch,No,444
544,230,Mon,Lunch,Yes,185
277,172,Mon,Dinner,No,747
583,149,Thur,Lunch,No,336
487,262,Fri,Dinner,No,427
48,404,Mon,Lunch,No,564
812,353,Mon,Dinner,No,774
784,83,Wed,Lunch,No,405
61,167,Thur,Lunch,No,546
347,121,Thur,Dinner,Yes,170
442,361,Tues,Lunch,No,317
468,101,Wed,Lunch,No,514
691,99,Thur,Lunch,Yes,190
161,120,Thur,Lunch,No,283
327,375,Thur,Lunch,No,432
446,184,Mon,Lunch,No,345
221,130,Fri,Dinner,No,786
199,58,Tues,Lunch,No,315
891,228,Fri,Lunch,No,393
834,145,Fri,Lunch,No,419
73,74,Mon,Dinner,No,700
176,187,Tues,Dinner,No,802
828,145,Mon,Lunch,No,309
511,206,Wed,Dinner,No,429
77,597,Thur,Dinner,No,746
396,129,Wed,Lunch,No,459
700,186,Fri,Lunch,No,574
354,228,Fri,Dinner,No,317
598,95,Fri,Dinner,No,605
5,64,Mon,Lunch,No,391
443,98,Mon,Lunch,No,455
125,569,Wed,Dinner,No,373
512,101,Mon,Dinner,No,767
668,284,Mon,Breakfast,No,439
317,135,Fri,Lunch,No,406
881,355,Wed,Dinner,No,775
868,123,Tues,Breakfast,No,435
596,152,Mon,Lunch,No,456
272,216,Thur,Lunch,Yes,152
99,459,Wed,Dinner,No,452
851,51,Fri,Lunch,No,328
255,511,Tues,Dinner,No,479
560,468,Tues,Dinner,Yes,85
79,285,Thur,Dinner,Yes,158
723,139,Tues,Lunch,No,584
606,150,Tues,Breakfast,No,485
218,34,Tues,Dinner,No,579
206,163,Tues,Dinner,No,564
224,468,Fri,Lunch,No,250
827,169,Wed,Dinner,No,561
156,173,Tues,Dinner,No,668
474,558,Thur,Lunch,Yes,126
586,353,Mon,Dinner,Yes,111
472,32,Thur,Lunch,No,484
722,328,Wed,Lunch,No,476
396,218,Mon,Dinner,No,623
181,229,Thur,Dinner,No,478
648,144,Tues,Lunch,No,559
566,170,Fri,Dinner,No,393
860,137,Fri,Lunch,Yes,168
128,226,Wed,Lunch,Yes,120
455,291,Tues,Breakfast,Yes,187
410,266,Fri,Lunch,No,340
360,130,Tues,Dinner,No,635
99,184,Thur,Lunch,No,523
695,104,Wed,Breakfast,Yes,160
444,199,Fri,Dinner,No,580
116,325,Mon,Dinner,Yes,85
498,195,Thur,Lunch,No,291
793,206,Thur,Lunch,No,435
457,67,Tues,Dinner,No,688
220,159,Tues,Dinner,No,608
742,144,Tues,Dinner,No,362
192,260,Thur,Lunch,No,234
889,114,Mon,Lunch,No,462
416,140,Tues,Breakfast,No,448
723,187,Tues,Dinner,No,773
416,322,Thur,Dinner,No,382
119,146,Thur,Breakfast,No,435
136,148,Wed,Dinner,No,815
273,158,Tues,Dinner,No,727
847,376,Tues,Breakfast,No,278
801,72,Tues,Lunch,No,360
177,126,Fri,Dinner,No,307
253,78,Mon,Lunch,No,441
133,36,Wed,Dinner,No,560
278,124,Wed,Breakfast,No,369
630,340,Thur,Dinner,No,416
205,133,Fri,Dinner,No,600
559,150,Thur,Dinner,No,295
608,478,Wed,Lunch,Yes,153
467,210,Mon,Lunch,No,285
101,294,Mon,Dinner,No,818
98,292,Wed,Breakfast,No,323
616,538,Fri,Lunch,No,560
661,148,Tues,Breakfast,No,381
563,135,Mon,Lunch,No,513
68,273,Fri,Dinner,No,551
688,528,Wed,Lunch,No,422
827,201,Tues,Dinner,No,638
435,116,Wed,Lunch,Yes,127
534,41,Tues,Breakfast,No,186
325,53,Mon,Lunch,No,551
570,67,Wed,Lunch,No,286
461,64,Wed,Lunch,No,390
726,149,Wed,Lunch,Yes,155
132,38,Wed,Dinner,No,418
107,160,Fri,Breakfast,No,248
489,61,Tues,Lunch,No,264
24,285,Mon,Dinner,No,342
869,501,Mon,Dinner,No,413
522,81,Thur,Breakfast,Yes,110
607,341,Thur,Dinner,Yes,160
462,448,Tues,Lunch,No,420
739,143,Wed,Lunch,No,456
712,121,Thur,Breakfast,No,392
352,144,Fri,Dinner,No,799
444,88,Mon,Lunch,No,455
571,66,Fri,Dinner,No,534
138,390,Wed,Dinner,No,546
278,85,Wed,Dinner,No,569
841,538,Fri,Dinner,No,752
654,43,Fri,Lunch,No,217
887,245,Thur,Dinner,No,587
114,178,Mon,Lunch,No,295
779,148,Thur,Breakfast,No,424
511,541,Thur,Dinner,No,743
25,204,Tues,Dinner,No,645
479,260,Wed,Dinner,No,351
430,115,Tues,Lunch,No,357
18,225,Tues,Breakfast,Yes,97
795,125,Tues,Lunch,No,339
360,39,Fri,Dinner,No,318
231,140,Mon,Lunch,No,246
465,102,Fri,Lunch,No,541
882,138,Tues,Dinner,No,669
736,106,Mon,Dinner,No,414
678,98,Tues,Lunch,No,374
407,527,Fri,Breakfast,Yes,99
374,244,Fri,Breakfast,No,334
192,62,Mon,Lunch,No,360
99,526,Thur,Dinner,No,706
583,469,Fri,Lunch,No,535
439,139,Wed,Lunch,No,264
91,161,Fri,Lunch,No,489
152,273,Thur,Dinner,No,638
257,125,Thur,Lunch,Yes,177
47,547,Thur,Dinner,No,536
726,595,Fri,Dinner,No,544
225,82,Wed,Lunch,No,288
710,59,Mon,Lunch,No,384
507,261,Wed,Breakfast,No,304
338,152,Thur,Lunch,No,452
690,182,Thur,Lunch,No,230
358,168,Fri,Dinner,Yes,184
364,338,Tues,Breakfast,No,358
838,131,Tues,Dinner,No,802
81,163,Thur,Lunch,No,435
99,202,Tues,Lunch,No,413
696,148,Tues,Lunch,Yes,85
729,184,Fri,Lunch,No,563
322,332,Mon,Lunch,No,582
422,469,Mon,Dinner,No,760
581,234,Mon,Breakfast,No,383
267,594,Thur,Dinner,No,666
411,496,Thur,Dinner,No,357
95,89,Fri,Lunch,No,311
116,430,Tues,Lunch,No,448
544,104,Mon,Dinner,No,645
850,313,Thur,Lunch,No,221
710,181,Wed,Dinner,Yes,85
632,118,Wed,Lunch,No,368
556,120,Fri,Lunch,No,532
494,501,Fri,Lunch,No,304
32,105,Wed,Dinner,No,493
286,47,Thur,Lunch,No,591
730,106,Thur,Breakfast,No,469
101,255,Fri,Lunch,No,221
244,129,Fri,Dinner,No,310
439,319,Tues,Dinner,No,325
637,202,Wed,Dinner,No,591
210,451,Wed,Lunch,No,382
801,93,Tues,Lunch,No,408
644,446,Thur,Dinner,No,468
52,171,Fri,Dinner,No,305
557,136,Fri,Lunch,No,510
175,548,Tues,Breakfast,No,475
790,129,Mon,Lunch,Yes,151
217,81,Fri,Lunch,No,464
448,127,Fri,Lunch,No,231
813,118,Wed,Lunch,No,280
569,108,Fri,Dinner,Yes,93
585,73,Fri,Lunch,No,552
886,451,Thur,Dinner,No,481
618,42,Wed,Dinner,Yes,100
238,103,Fri,Breakfast,No,341
256,571,Tues,Lunch,No,488
59,563,Tues,Lunch,No,485
271,141,Mon,Lunch,No,319
720,170,Thur,Lunch,No,479
331,400,Fri,Lunch,No,382
464,100,Mon,Dinner,No,712
415,128,Thur,Dinner,Yes,117
317,74,Mon,Dinner,No,783
285,316,Tues,Lunch,No,449
686,72,Thur,Dinner,Yes,173
428,142,Tues,Lunch,No,534
866,213,Wed,Lunch,No,410
830,461,Wed,Dinner,No,414
779,471,Fri,Dinner,No,297
720,368,Fri,Lunch,No,348
498,109,Fri,Dinner,No,675
245,289,Fri,Dinner,No,413
740,189,Fri,Dinner,No,432
833,223,Tues,Lunch,No,285
299,157,Thur,Lunch,Yes,153
452,506,Fri,Lunch,Yes,139
88,131,Fri,Dinner,Yes,168
485,39,Tues,Dinner,No,402
317,153,Mon,Dinner,No,787
885,530,Tues,Lunch,No,271
301,173,Thur,Lunch,No,296
32,84,Thur,Lunch,Yes,153
838,137,Mon,Lunch,No,262
210,246,Thur,Breakfast,No,179
114,414,Fri,Dinner,No,302
844,197,Tues,Lunch,No,475
749,405,Fri,Lunch,No,373
189,250,Tues,Dinner,No,383
253,247,Wed,Dinner,No,625
396,566,Tues,Lunch,No,306
506,178,Mon,Dinner,No,741
79,122,Wed,Dinner,No,635
450,424,Wed,Dinner,No,467
538,411,Thur,Dinner,No,502
261,315,Wed,Lunch,No,473
799,240,Tues,Breakfast,No,260
628,131,Tues,Dinner,No,776
433,537,Mon,Breakfast,Yes,115
512,128,Mon,Lunch,No,421
544,152,Fri,Lunch,No,343
285,116,Fri,Dinner,Yes,94
207,104,Mon,Breakfast,No,398
305,261,Thur,Lunch,No,291
287,595,Tues,Lunch,No,354
4,145,Mon,Dinner,No,313
354,541,Tues,Lunch,No,523
157,525,Tues,Dinner,Yes,164
345,108,Thur,Lunch,No,330
496,193,Mon,Dinner,No,324
76,216,Thur,Lunch,No,326
634,515,Wed,Lunch,No,517
334,221,Tues,Lunch,No,441
182,41,Thur,Breakfast,No,263
720,120,Mon,Lunch,No,404
277,75,Fri,Lunch,No,328
287,116,Wed,Breakfast,No,299
857,47,Fri,Lunch,No,343
230,424,Tues,Dinner,No,363
330,92,Fri,Lunch,Yes,184
389,166,Wed,Lunch,No,556
585,126,Wed,Breakfast,No,452
420,166,Mon,Breakfast,No,183
315,61,Wed,Dinner,No,506
228,101,Fri,Lunch,Yes,96
325,186,Mon,Dinner,Yes,195
652,174,Tues,Breakfast,No,389
603,99,Mon,Dinner,No,754
350,368,Wed,Breakfast,No,295
290,51,Fri,Lunch,No,280
519,321,Wed,Dinner,No,300
851,205,Fri,Breakfast,No,440
597,150,Mon,Dinner,No,387
103,70,Mon,Lunch,No,469
135,136,Wed,Lunch,Yes,188
810,99,Fri,Lunch,No,578
260,118,Thur,Lunch,No,535
41,262,Wed,Lunch,No,532
124,238,Fri,Lunch,No,248
536,463,Mon,Dinner,No,435
60,139,Fri,Lunch,No,275
362,137,Tues,Lunch,No,404
600,285,Thur,Lunch,No,567
652,174,Wed,Lunch,No,342
172,72,Thur,Dinner,No,720
879,221,Wed,Dinner,No,692
107,67,Tues,Lunch,No,241
224,140,Wed,Breakfast,No,496
513,89,Tues,Breakfast,No,455
567,145,Mon,Breakfast,No,213
598,248,Thur,Breakfast,No,478
195,119,Wed,Dinner,No,462
164,135,Wed,Lunch,No,383
821,149,Mon,Dinner,No,589
226,81,Fri,Dinner,No,736
681,568,Thur,Lunch,No,417
545,196,Tues,Lunch,Yes,145
135,399,Wed,Dinner,No,720
789,306,Thur,Dinner,No,334
147,142,Mon,Dinner,No,660
603,177,Mon,Dinner,No,391
582,51,Thur,Dinner,No,404
261,156,Tues,Dinner,No,327
647,259,Mon,Lunch,No,356
206,159,Mon,Lunch,No,573
174,141,Mon,Dinner,No,590
196,110,Mon,Lunch,No,469
393,286,Thur,Dinner,No,560
736,147,Wed,Dinner,Yes,130
154,68,Thur,Breakfast,Yes,184
113,103,Wed,Lunch,No,594
18,98,Tues,Dinner,No,564
872,138,Tues,Dinner,No,634
380,103,Wed,Lunch,No,489
734,149,Thur,Lunch,No,342
839,153,Thur,Lunch,No,470
180,251,Fri,Dinner,No,692
758,157,Fri,Lunch,No,305
474,127,Thur,Dinner,No,335
825,183,Tues,Dinner,No,364
664,114,Tues,Dinner,No,788
792,170,Fri,Lunch,No,384
245,127,Wed,Dinner,No,725
93,267,Thur,Lunch,No,293
891,145,Thur,Dinner,Yes,85
633,122,Wed,Lunch,No,428
498,121,Mon,Dinner,No,472
594,173,Fri,Dinner,No,308
743,40,Mon,Lunch,Yes,161
237,144,Mon,Dinner,No,463
611,221,Wed,Lunch,No,215
473,127,Tues,Breakfast,No,371
249,177,Thur,Lunch,No,481
487,295,Tues,Dinner,No,392
67,582,Thur,Lunch,No,218
183,90,Wed,Dinner,No,297
819,345,Wed,Lunch,No,324
644,519,Mon,Dinner,No,453
26,139,Thur,Lunch,No,266
209,59,Tues,Dinner,No,624
187,155,Wed,Lunch,No,505
237,438,Mon,Lunch,Yes,126
662,51,Wed,Dinner,No,823
102,284,Thur,Breakfast,No,486
892,333,Tues,Lunch,Yes,94
307,247,Wed,Dinner,No,345
480,163,Mon,Breakfast,No,301
762,74,Tues,Lunch,No,477
90,72,Tues,Lunch,No,299
93,95,Tues,Dinner,No,700
738,149,Tues,Dinner,No,782
705,200,Fri,Dinner,No,629
158,59,Tues,Lunch,No,567
130,169,Mon,Lunch,No,500
388,427,Mon,Dinner,Yes,116
761,290,Wed,Lunch,No,468
33,175,Thur,Dinner,No,323
540,275,Mon,Lunch,No,456
879,133,Mon,Dinner,No,531
815,512,Thur,Lunch,No,573
108,193,Fri,Lunch,No,302
541,75,Mon,Dinner,No,412
278,37,Mon,Lunch,No,253
159,161,Wed,Lunch,Yes,156
786,232,Fri,Lunch,Yes,146
207,33,Tues,Lunch,No,341
765,295,Thur,Lunch,Yes,129
483,106,Fri,Dinner,No,564
769,61,Thur,Dinner,No,821
