storenum,secs,dayofweek,meal,drinkonly,cost,satisfaction
529,179,Wed,Dinner,No,552,8
756,189,Thur,Lunch,Yes,190,7
53,194,Tues,Dinner,No,419,8
423,147,Fri,Lunch,No,222,4
281,47,Tues,Lunch,No,380,6
456,372,Thur,Lunch,Yes,185,6
578,410,Wed,Lunch,No,333,5
838,206,Mon,Lunch,No,513,6
260,249,Wed,Dinner,Yes,155,4
714,465,Fri,Dinner,No,773,7
384,447,Tues,Lunch,No,283,3
850,388,Mon,Dinner,No,592,7
668,205,Wed,Dinner,No,545,7
168,350,Thur,Dinner,No,387,4
382,411,Wed,Breakfast,No,199,6
768,418,Mon,Lunch,No,407,6
565,33,Thur,Breakfast,No,194,6
374,46,Wed,Lunch,No,236,8
348,314,Fri,Dinner,Yes,96,6
883,216,Fri,Lunch,No,252,5
601,383,Thur,Breakfast,No,182,7
298,179,Mon,Lunch,No,354,6
241,376,Mon,Dinner,Yes,153,7
264,285,Tues,Dinner,No,337,5
154,302,Fri,Lunch,No,461,7
848,276,Wed,Lunch,No,243,7
829,145,Wed,Lunch,No,288,5
265,66,Thur,Lunch,No,222,8
856,214,Mon,Dinner,No,561,6
539,298,Thur,Lunch,No,329,4
42,170,Wed,Dinner,No,594,8
871,57,Fri,Lunch,No,463,6
824,153,Fri,Breakfast,No,254,8
132,155,Thur,Dinner,No,485,7
887,510,Thur,Lunch,Yes,170,5
561,520,Mon,Dinner,No,449,6
389,122,Tues,Dinner,No,824,7
387,129,Wed,Dinner,No,352,7
814,53,Fri,Dinner,No,707,6
49,87,Mon,Lunch,No,497,9
193,136,Wed,Lunch,Yes,120,5
276,525,Wed,Dinner,No,356,5
74,217,Wed,Lunch,No,583,6
826,109,Thur,Dinner,No,482,9
496,472,Tues,Dinner,No,503,5
770,86,Tues,Lunch,No,336,7
826,576,Tues,Lunch,No,259,3
60,125,Mon,Breakfast,No,271,6
355,319,Wed,Lunch,No,423,7
654,52,Fri,Dinner,No,521,6
198,360,Tues,Lunch,No,264,3
185,363,Fri,Breakfast,No,475,7
631,554,Mon,Lunch,No,385,4
872,428,Tues,Dinner,No,390,5
491,249,Wed,Lunch,No,500,6
650,113,Mon,Lunch,Yes,154,5
185,152,Mon,Lunch,No,481,7
463,96,Thur,Dinner,No,619,9
763,45,Fri,Dinner,Yes,86,8
645,113,Thur,Dinner,No,783,8
567,142,Thur,Lunch,No,376,7
584,65,Tues,Lunch,No,574,8
82,568,Fri,Lunch,No,467,4
102,154,Fri,Lunch,No,409,8
353,139,Tues,Dinner,No,645,8
664,178,Fri,Lunch,No,589,5
315,341,Fri,Dinner,No,594,6
263,148,Tues,Lunch,No,542,7
809,139,Wed,Lunch,No,324,8
856,74,Fri,Lunch,No,546,7
49,436,Tues,Breakfast,Yes,128,4
444,211,Tues,Lunch,No,590,7
623,136,Fri,Lunch,No,403,8
272,134,Thur,Dinner,No,374,7
558,253,Wed,Lunch,No,507,5
582,258,Mon,Lunch,No,351,6
303,57,Tues,Lunch,Yes,103,5
783,419,Wed,Lunch,No,568,4
22,132,Mon,Lunch,No,283,5
127,123,Mon,Breakfast,Yes,111,6
706,56,Mon,Dinner,No,715,7
154,564,Mon,Dinner,No,395,3
692,330,Mon,Lunch,No,250,4
644,121,Wed,Breakfast,No,339,6
678,246,Tues,Dinner,No,735,5
266,158,Mon,Lunch,Yes,167,6
445,339,Wed,Lunch,No,348,5
482,148,Tues,Dinner,No,621,7
505,471,Thur,Dinner,No,814,6
169,57,Tues,Lunch,No,300,8
718,449,Wed,Dinner,Yes,127,3
879,128,Fri,Lunch,No,239,5
495,32,Mon,Dinner,No,364,7
718,589,Thur,Breakfast,No,338,6
466,60,Thur,Lunch,No,392,5
188,136,Tues,Dinner,No,537,8
795,171,Fri,Lunch,No,221,8
304,96,Thur,Lunch,No,331,8
290,280,Tues,Dinner,No,661,4
143,65,Tues,Dinner,No,523,7
819,39,Mon,Breakfast,No,421,9
867,485,Fri,Dinner,No,503,4
192,429,Thur,Dinner,No,338,7
2,174,Fri,Lunch,Yes,116,7
876,113,Mon,Lunch,No,258,6
67,570,Tues,Lunch,No,405,6
260,105,Mon,Lunch,No,509,8
122,66,Thur,Dinner,No,484,5
524,252,Fri,Lunch,No,467,7
748,41,Thur,Dinner,No,500,9
514,47,Wed,Dinner,No,724,6
686,189,Wed,Dinner,Yes,134,6
40,328,Mon,Dinner,Yes,147,4
362,142,Thur,Dinner,No,301,6
111,533,Wed,Breakfast,No,223,5
316,231,Mon,Breakfast,No,484,5
364,65,Mon,Dinner,No,469,7
270,192,Thur,Lunch,No,394,4
376,155,Thur,Lunch,No,546,7
769,409,Tues,Dinner,Yes,85,5
263,346,Mon,Dinner,No,446,4
246,135,Fri,Dinner,No,366,7
705,98,Fri,Lunch,No,543,8
751,514,Mon,Dinner,No,750,4
711,269,Wed,Lunch,No,517,5
352,81,Wed,Lunch,No,445,8
560,321,Tues,Dinner,No,575,5
5,433,Tues,Dinner,No,709,7
591,297,Mon,Lunch,No,465,8
98,59,Tues,Lunch,Yes,104,6
253,372,Wed,Dinner,No,612,6
364,245,Tues,Lunch,No,512,4
105,101,Thur,Dinner,No,633,6
398,541,Wed,Breakfast,Yes,96,4
494,301,Tues,Dinner,No,350,6
376,154,Tues,Breakfast,No,409,7
734,141,Fri,Lunch,No,524,8
18,123,Tues,Dinner,No,445,7
91,388,Wed,Lunch,No,573,5
346,89,Tues,Lunch,No,579,8
87,72,Wed,Lunch,No,551,8
431,263,Tues,Lunch,No,292,6
315,30,Fri,Dinner,No,516,7
812,164,Fri,Dinner,No,321,8
75,316,Fri,Lunch,Yes,191,5
622,116,Thur,Lunch,No,254,5
42,386,Thur,Lunch,No,266,4
401,186,Tues,Lunch,No,556,7
205,561,Tues,Lunch,No,314,6
800,538,Fri,Dinner,No,511,6
126,165,Mon,Dinner,No,734,6
339,89,Tues,Lunch,No,569,9
564,208,Wed,Dinner,No,569,5
397,182,Mon,Breakfast,No,333,5
412,298,Thur,Lunch,No,264,6
110,73,Tues,Lunch,No,501,8
292,123,Fri,Breakfast,Yes,141,6
38,35,Fri,Dinner,No,797,8
869,132,Fri,Breakfast,No,271,5
817,271,Thur,Dinner,No,690,5
746,535,Thur,Dinner,Yes,188,6
568,54,Tues,Dinner,No,438,7
629,121,Thur,Dinner,No,534,7
123,125,Wed,Lunch,No,268,6
848,150,Mon,Dinner,No,323,6
768,526,Mon,Dinner,No,514,4
17,144,Fri,Lunch,No,598,7
742,112,Fri,Breakfast,No,309,8
468,368,Tues,Lunch,No,542,6
447,86,Thur,Breakfast,No,309,8
53,257,Wed,Lunch,No,570,6
116,146,Tues,Dinner,No,575,6
272,115,Mon,Dinner,No,655,6
689,135,Tues,Dinner,No,803,6
436,443,Fri,Lunch,No,350,5
83,57,Wed,Dinner,No,472,6
303,48,Fri,Lunch,No,405,7
720,95,Wed,Breakfast,Yes,179,6
864,336,Tues,Lunch,No,300,4
715,531,Fri,Dinner,No,526,6
825,403,Thur,Breakfast,No,320,7
445,241,Fri,Dinner,No,559,5
757,132,Tues,Lunch,No,595,9
657,86,Tues,Breakfast,Yes,86,9
576,161,Tues,Lunch,No,430,6
428,514,Mon,Lunch,Yes,145,5
164,169,Tues,Lunch,Yes,192,8
702,38,Mon,Lunch,No,268,8
384,161,Mon,Lunch,No,370,6
348,58,Tues,Breakfast,No,330,8
88,153,Tues,Lunch,Yes,191,6
533,158,Mon,Dinner,No,649,9
391,139,Thur,Lunch,No,278,5
154,108,Fri,Breakfast,Yes,97,5
657,261,Mon,Lunch,No,497,6
463,264,Mon,Dinner,No,358,7
326,209,Fri,Lunch,No,355,6
327,58,Fri,Breakfast,No,338,7
721,341,Fri,Dinner,No,671,8
46,34,Wed,Lunch,No,377,5
378,174,Wed,Lunch,No,567,5
807,123,Mon,Lunch,No,475,6
549,600,Tues,Dinner,No,739,4
205,459,Fri,Dinner,No,461,5
214,511,Tues,Dinner,No,484,5
99,353,Tues,Dinner,Yes,99,6
345,424,Wed,Lunch,No,514,3
624,32,Wed,Breakfast,No,406,7
446,550,Tues,Dinner,No,595,6
520,128,Fri,Lunch,No,509,7
857,65,Thur,Lunch,No,490,6
127,178,Fri,Lunch,No,536,9
263,503,Mon,Lunch,No,420,5
170,122,Mon,Lunch,No,479,9
413,158,Fri,Dinner,No,387,6
423,430,Wed,Dinner,No,308,4
89,181,Mon,Lunch,Yes,99,4
460,298,Mon,Lunch,No,269,6
412,51,Mon,Dinner,No,593,7
307,334,Thur,Dinner,No,554,6
489,390,Tues,Dinner,No,572,6
481,131,Tues,Lunch,No,509,8
475,513,Mon,Dinner,No,779,4
6,44,Tues,Lunch,Yes,96,5
197,53,Tues,Breakfast,No,405,6
684,179,Mon,Breakfast,Yes,144,8
513,142,Thur,Lunch,No,585,7
575,255,Fri,Breakfast,No,309,8
462,287,Tues,Dinner,No,536,5
399,385,Mon,Lunch,No,350,6
124,351,Mon,Lunch,No,592,6
616,68,Mon,Lunch,No,281,7
12,33,Thur,Lunch,No,427,8
393,162,Tues,Dinner,No,437,8
892,188,Mon,Dinner,No,815,8
86,496,Tues,Lunch,No,551,7
201,44,Wed,Lunch,No,541,6
647,481,Tues,Lunch,Yes,186,4
831,151,Fri,Lunch,No,261,7
524,114,Mon,Lunch,No,597,7
561,156,Fri,Lunch,No,284,6
340,172,Tues,Dinner,No,557,6
335,598,Thur,Dinner,No,427,4
446,263,Fri,Breakfast,No,306,6
18,77,Mon,Dinner,No,479,6
472,64,Wed,Breakfast,No,421,6
698,140,Fri,Lunch,No,380,6
23,90,Tues,Lunch,No,293,4
236,102,Fri,Lunch,No,236,6
432,164,Wed,Lunch,Yes,116,6
494,170,Thur,Dinner,Yes,123,6
237,313,Mon,Lunch,Yes,96,4
236,518,Thur,Lunch,No,301,2
447,163,Mon,Dinner,Yes,158,6
233,267,Wed,Breakfast,No,280,6
676,140,Tues,Dinner,No,709,8
42,89,Tues,Dinner,No,407,9
440,300,Fri,Breakfast,No,284,7
729,591,Fri,Lunch,No,538,4
46,169,Wed,Lunch,No,480,8
699,79,Wed,Dinner,No,762,7
809,87,Mon,Dinner,No,623,6
466,356,Wed,Breakfast,No,468,6
517,559,Thur,Lunch,No,303,4
679,549,Tues,Breakfast,No,375,4
764,171,Thur,Lunch,No,586,8
792,320,Tues,Lunch,No,584,5
142,140,Thur,Lunch,No,519,8
530,167,Thur,Dinner,No,477,6
817,163,Wed,Dinner,No,544,7
18,33,Mon,Dinner,No,483,9
300,222,Fri,Lunch,Yes,193,5
685,124,Wed,Dinner,No,354,5
781,37,Tues,Dinner,No,481,7
599,84,Thur,Lunch,Yes,123,5
256,544,Thur,Dinner,No,429,6
298,107,Thur,Lunch,No,375,8
612,576,Thur,Lunch,No,583,4
750,568,Fri,Dinner,No,387,5
101,32,Wed,Lunch,No,221,7
372,69,Wed,Dinner,No,692,9
478,492,Mon,Breakfast,No,488,7
426,41,Thur,Breakfast,No,415,7
156,184,Tues,Dinner,No,317,6
579,161,Mon,Lunch,No,282,6
537,428,Fri,Dinner,No,531,3
130,224,Fri,Lunch,No,313,5
79,155,Fri,Lunch,No,489,7
603,103,Thur,Dinner,No,818,7
713,103,Mon,Dinner,No,814,7
403,247,Thur,Dinner,No,572,5
69,207,Wed,Lunch,No,532,6
498,86,Tues,Breakfast,Yes,87,6
718,215,Wed,Dinner,No,329,6
30,340,Wed,Lunch,No,537,4
83,99,Mon,Lunch,No,576,6
349,426,Tues,Breakfast,No,228,4
235,66,Mon,Lunch,No,590,6
22,34,Wed,Lunch,No,500,6
93,79,Thur,Lunch,Yes,101,7
182,150,Tues,Lunch,No,336,7
556,418,Wed,Lunch,No,451,4
797,121,Thur,Lunch,No,323,8
455,160,Tues,Dinner,No,600,6
828,126,Tues,Lunch,No,380,7
49,336,Thur,Lunch,Yes,159,5
20,77,Wed,Lunch,No,387,8
285,146,Tues,Lunch,No,286,6
395,214,Thur,Dinner,Yes,163,7
695,124,Thur,Lunch,No,221,8
177,381,Tues,Dinner,Yes,89,4
35,257,Thur,Lunch,No,562,6
804,122,Thur,Dinner,No,760,8
417,226,Mon,Lunch,No,280,6
877,207,Wed,Dinner,No,340,6
223,164,Thur,Dinner,No,676,9
844,55,Tues,Dinner,Yes,148,6
43,100,Tues,Breakfast,No,431,8
429,558,Tues,Dinner,No,431,5
788,184,Wed,Lunch,No,500,5
389,183,Tues,Lunch,No,452,5
279,55,Mon,Lunch,Yes,181,5
29,200,Mon,Lunch,No,531,5
541,292,Fri,Dinner,No,383,6
628,100,Tues,Lunch,No,432,8
101,127,Tues,Dinner,No,367,8
253,372,Thur,Dinner,Yes,163,4
303,49,Tues,Lunch,No,329,7
177,290,Mon,Lunch,No,484,6
730,268,Wed,Lunch,No,454,5
646,205,Thur,Dinner,No,427,4
783,181,Thur,Lunch,No,377,6
350,498,Mon,Lunch,No,476,4
739,242,Thur,Dinner,No,682,8
592,273,Fri,Dinner,No,517,6
866,162,Tues,Dinner,No,827,9
85,157,Thur,Dinner,No,589,8
12,460,Tues,Lunch,Yes,135,2
264,165,Fri,Dinner,No,296,7
227,143,Wed,Lunch,No,516,7
16,227,Thur,Dinner,No,331,5
230,445,Fri,Lunch,No,573,4
152,72,Fri,Dinner,No,660,9
460,160,Thur,Dinner,No,716,7
367,115,Fri,Lunch,No,465,7
749,42,Thur,Lunch,No,495,5
3,144,Fri,Dinner,No,516,5
295,135,Mon,Lunch,No,562,5
758,179,Thur,Lunch,No,540,7
317,59,Tues,Lunch,No,267,5
764,48,Wed,Dinner,No,752,7
233,276,Tues,Lunch,No,464,7
420,89,Fri,Lunch,No,495,8
863,89,Fri,Breakfast,No,196,7
386,93,Wed,Dinner,No,581,6
263,106,Fri,Dinner,No,736,7
363,123,Tues,Lunch,No,312,7
750,196,Tues,Lunch,No,433,5
812,179,Thur,Dinner,No,414,7
76,397,Thur,Dinner,No,510,7
78,532,Tues,Lunch,No,341,3
780,37,Fri,Lunch,No,503,7
500,156,Thur,Lunch,No,519,7
503,141,Thur,Breakfast,No,308,6
693,85,Tues,Lunch,No,561,9
693,284,Wed,Dinner,No,558,7
50,50,Tues,Dinner,No,363,8
485,141,Mon,Dinner,No,708,8
232,395,Wed,Lunch,No,242,5
745,65,Fri,Dinner,No,378,5
871,114,Fri,Lunch,Yes,171,8
10,387,Fri,Dinner,No,664,7
772,35,Thur,Lunch,No,452,7
485,586,Wed,Lunch,No,506,5
233,404,Wed,Breakfast,No,355,7
183,134,Mon,Dinner,No,538,5
367,69,Wed,Lunch,No,479,6
124,255,Mon,Breakfast,No,468,7
509,132,Wed,Lunch,No,381,5
180,404,Fri,Lunch,Yes,189,5
521,462,Wed,Dinner,No,508,3
659,139,Mon,Lunch,No,245,6
31,160,Fri,Dinner,No,304,4
335,402,Fri,Lunch,Yes,118,6
221,209,Mon,Lunch,No,243,6
835,132,Mon,Lunch,No,447,7
255,308,Wed,Dinner,No,568,6
357,120,Thur,Lunch,No,272,5
373,353,Wed,Lunch,No,458,6
836,192,Tues,Dinner,No,297,5
595,57,Thur,Dinner,No,386,7
325,167,Wed,Lunch,No,269,6
865,532,Tues,Dinner,Yes,179,2
625,366,Wed,Lunch,No,403,6
422,481,Tues,Lunch,No,367,4
584,507,Thur,Dinner,No,453,3
303,61,Tues,Dinner,Yes,188,5
15,122,Mon,Lunch,No,238,6
420,305,Mon,Dinner,Yes,103,7
280,123,Mon,Lunch,No,275,4
219,118,Fri,Lunch,No,478,6
123,125,Fri,Breakfast,No,239,7
133,595,Mon,Lunch,No,398,6
499,342,Tues,Lunch,No,591,6
572,579,Fri,Lunch,No,557,4
434,110,Mon,Dinner,No,506,6
815,212,Tues,Breakfast,No,335,9
716,78,Wed,Lunch,No,376,7
53,506,Thur,Lunch,No,267,3
498,416,Mon,Breakfast,No,402,5
579,126,Tues,Breakfast,No,236,5
132,454,Mon,Lunch,No,340,6
603,120,Thur,Lunch,No,339,8
267,107,Fri,Lunch,No,352,7
431,323,Wed,Dinner,No,640,4
72,92,Tues,Lunch,No,345,5
69,113,Mon,Lunch,No,584,8
89,106,Tues,Lunch,Yes,190,5
323,537,Wed,Lunch,No,336,6
50,568,Tues,Breakfast,Yes,111,3
581,101,Wed,Dinner,No,518,8
841,526,Wed,Lunch,No,284,3
62,98,Tues,Lunch,No,466,8
568,61,Fri,Lunch,No,554,9
301,213,Fri,Lunch,No,365,6
256,347,Wed,Breakfast,No,188,5
516,318,Mon,Breakfast,No,312,8
40,529,Mon,Lunch,No,460,3
75,382,Fri,Dinner,No,500,6
137,83,Tues,Breakfast,Yes,91,7
375,74,Mon,Lunch,Yes,94,5
110,276,Mon,Lunch,Yes,124,4
447,112,Fri,Dinner,No,735,7
680,77,Mon,Dinner,No,294,7
348,169,Mon,Lunch,No,409,5
592,387,Tues,Breakfast,No,391,5
554,131,Thur,Dinner,Yes,128,6
76,125,Fri,Dinner,No,560,8
1,275,Mon,Dinner,No,752,7
724,33,Fri,Dinner,No,757,7
109,91,Tues,Lunch,No,295,5
864,179,Fri,Lunch,No,561,6
233,70,Mon,Dinner,No,379,6
34,107,Mon,Lunch,Yes,134,8
119,251,Mon,Dinner,Yes,154,5
613,416,Wed,Lunch,No,398,3
22,490,Mon,Dinner,No,465,4
486,503,Mon,Lunch,No,492,6
151,106,Tues,Lunch,No,344,8
477,237,Thur,Dinner,No,587,7
531,309,Mon,Dinner,No,299,6
605,103,Wed,Dinner,No,804,7
470,104,Thur,Lunch,No,417,8
492,122,Fri,Lunch,No,544,6
20,221,Mon,Lunch,No,242,7
410,144,Fri,Lunch,No,498,5
324,240,Mon,Lunch,No,308,8
799,307,Wed,Lunch,No,374,4
317,110,Mon,Dinner,No,422,5
252,109,Mon,Lunch,No,401,7
843,188,Mon,Lunch,No,564,5
832,126,Tues,Lunch,No,224,7
592,179,Mon,Dinner,No,742,8
73,58,Thur,Lunch,No,459,8
440,87,Mon,Lunch,No,476,6
508,126,Fri,Dinner,No,288,6
871,448,Wed,Lunch,No,274,6
503,126,Thur,Dinner,No,357,8
434,259,Fri,Lunch,No,575,6
169,156,Wed,Dinner,No,303,7
92,210,Wed,Lunch,No,311,5
347,278,Fri,Dinner,No,355,5
278,178,Thur,Lunch,Yes,193,7
62,174,Tues,Dinner,No,753,6
700,458,Tues,Lunch,No,489,6
393,140,Mon,Lunch,No,250,5
393,100,Mon,Dinner,No,657,8
170,170,Mon,Lunch,No,497,5
862,496,Tues,Lunch,No,228,3
312,116,Wed,Dinner,No,412,7
79,510,Mon,Dinner,No,751,7
65,52,Tues,Dinner,No,442,8
738,83,Fri,Dinner,No,742,9
333,276,Thur,Lunch,No,441,5
524,559,Tues,Lunch,No,600,4
848,98,Mon,Dinner,Yes,187,4
699,59,Tues,Breakfast,No,284,6
642,141,Mon,Lunch,No,483,5
860,135,Fri,Lunch,No,571,8
575,502,Fri,Lunch,No,256,3
169,107,Tues,Lunch,No,549,7
553,126,Fri,Dinner,No,724,6
316,520,Mon,Dinner,No,522,6
347,460,Tues,Dinner,Yes,188,3
471,456,Tues,Lunch,No,331,3
362,59,Wed,Breakfast,No,335,6
775,162,Wed,Dinner,No,829,9
273,92,Thur,Dinner,No,743,6
243,90,Tues,Dinner,No,557,5
635,183,Thur,Lunch,Yes,107,5
771,41,Wed,Breakfast,Yes,119,7
312,191,Wed,Lunch,No,382,7
624,312,Wed,Lunch,No,225,5
611,454,Tues,Lunch,No,375,6
547,103,Thur,Dinner,No,428,7
365,444,Fri,Dinner,No,783,4
167,165,Wed,Dinner,No,760,9
418,235,Mon,Dinner,No,812,5
144,45,Thur,Dinner,No,639,7
357,528,Wed,Breakfast,No,218,4
670,232,Tues,Breakfast,No,417,8
583,398,Mon,Dinner,No,723,4
211,87,Tues,Dinner,No,435,6
771,201,Wed,Dinner,No,815,6
102,167,Wed,Lunch,No,215,7
211,106,Thur,Lunch,Yes,94,6
352,551,Thur,Breakfast,No,372,4
645,432,Tues,Dinner,No,739,5
203,32,Wed,Dinner,No,828,8
729,137,Thur,Lunch,No,236,5
70,112,Thur,Lunch,No,435,6
857,169,Fri,Lunch,No,217,4
607,152,Thur,Lunch,Yes,103,6
167,139,Mon,Lunch,No,589,7
184,142,Wed,Lunch,No,516,6
299,40,Fri,Lunch,No,409,5
176,540,Thur,Lunch,No,342,4
780,200,Fri,Dinner,No,509,7
36,294,Fri,Dinner,Yes,131,6
342,570,Fri,Dinner,No,446,4
466,31,Wed,Lunch,No,486,5
312,153,Thur,Lunch,No,389,5
470,141,Mon,Lunch,Yes,188,4
744,496,Wed,Dinner,No,559,4
408,430,Mon,Breakfast,No,381,4
582,275,Tues,Breakfast,No,357,7
305,124,Thur,Dinner,No,705,7
317,130,Fri,Dinner,No,307,8
94,302,Tues,Lunch,Yes,150,6
445,53,Wed,Lunch,No,530,9
13,184,Wed,Breakfast,No,401,7
838,141,Mon,Dinner,No,619,6
515,82,Thur,Lunch,No,522,6
310,124,Fri,Lunch,Yes,173,7
344,86,Wed,Lunch,No,595,9
826,432,Wed,Dinner,No,371,4
565,163,Thur,Dinner,Yes,184,4
381,370,Tues,Lunch,No,327,6
373,323,Mon,Lunch,Yes,187,6
402,139,Thur,Lunch,No,390,8
255,104,Thur,Dinner,Yes,118,4
794,308,Tues,Lunch,Yes,142,5
462,569,Tues,Lunch,No,422,3
519,258,Tues,Dinner,No,784,8
795,252,Wed,Dinner,No,419,7
176,219,Wed,Lunch,No,349,7
89,318,Wed,Lunch,No,564,6
282,175,Tues,Breakfast,Yes,176,7
104,136,Thur,Lunch,No,434,6
201,120,Tues,Dinner,No,334,5
788,130,Tues,Lunch,No,249,5
610,240,Tues,Dinner,No,823,8
243,73,Wed,Breakfast,Yes,126,6
84,220,Thur,Dinner,No,680,8
447,150,Fri,Lunch,Yes,171,6
307,223,Mon,Dinner,No,489,4
586,135,Wed,Dinner,No,317,6
350,144,Fri,Dinner,No,471,8
787,103,Fri,Lunch,No,443,8
313,220,Tues,Lunch,No,323,7
8,103,Mon,Dinner,No,755,9
59,257,Wed,Lunch,No,307,7
338,140,Tues,Dinner,No,456,5
619,180,Wed,Dinner,No,814,8
365,334,Fri,Dinner,No,518,4
588,118,Fri,Lunch,No,560,5
635,377,Mon,Dinner,No,489,5
805,201,Tues,Breakfast,No,373,6
193,496,Fri,Lunch,No,515,5
592,120,Mon,Dinner,No,708,8
413,152,Wed,Breakfast,Yes,117,7
316,209,Wed,Lunch,No,246,6
821,127,Fri,Dinner,No,377,7
230,73,Tues,Lunch,Yes,172,7
323,341,Wed,Lunch,No,219,4
783,32,Mon,Dinner,Yes,145,5
39,492,Mon,Dinner,No,339,2
459,169,Tues,Dinner,No,469,7
346,340,Fri,Lunch,No,540,7
10,349,Mon,Lunch,No,503,7
227,395,Tues,Lunch,No,433,5
226,148,Fri,Lunch,No,359,8
506,408,Mon,Lunch,No,466,6
418,95,Thur,Dinner,Yes,128,4
546,250,Mon,Lunch,Yes,154,5
445,60,Mon,Dinner,No,447,5
568,38,Tues,Lunch,No,485,6
264,240,Tues,Dinner,Yes,185,5
410,112,Thur,Breakfast,No,250,7
328,133,Mon,Lunch,No,515,8
339,186,Tues,Dinner,No,337,7
729,183,Thur,Lunch,No,221,6
257,600,Thur,Lunch,No,513,5
654,145,Wed,Dinner,Yes,89,4
613,183,Wed,Dinner,No,624,6
341,51,Mon,Lunch,No,587,6
219,118,Thur,Dinner,Yes,144,8
352,409,Tues,Dinner,No,541,6
726,136,Mon,Lunch,No,418,8
644,33,Fri,Dinner,No,505,8
82,125,Wed,Dinner,No,556,7
849,52,Mon,Breakfast,No,314,9
546,397,Thur,Lunch,No,331,4
330,115,Tues,Lunch,No,317,6
381,600,Thur,Lunch,No,595,4
619,200,Wed,Dinner,No,444,7
853,121,Thur,Dinner,No,651,8
836,115,Wed,Lunch,No,550,7
374,352,Tues,Lunch,No,339,7
656,143,Tues,Dinner,No,579,6
544,203,Wed,Dinner,Yes,146,5
463,398,Fri,Lunch,No,502,6
655,178,Tues,Lunch,Yes,100,6
618,271,Thur,Lunch,No,504,6
643,240,Thur,Breakfast,No,197,5
883,66,Tues,Dinner,Yes,190,5
298,202,Tues,Lunch,No,485,6
530,131,Tues,Lunch,Yes,179,4
702,99,Mon,Dinner,No,564,7
555,348,Thur,Dinner,No,529,6
270,375,Thur,Dinner,Yes,86,3
875,166,Wed,Dinner,No,361,5
743,74,Fri,Dinner,No,782,7
564,541,Fri,Lunch,No,300,6
834,153,Thur,Dinner,No,315,7
726,69,Wed,Dinner,Yes,159,7
235,535,Wed,Dinner,No,719,3
753,399,Wed,Lunch,No,493,4
144,249,Wed,Lunch,No,298,5
408,556,Fri,Lunch,No,482,5
298,78,Tues,Lunch,Yes,132,6
331,135,Thur,Dinner,No,307,6
150,415,Fri,Dinner,Yes,131,5
506,117,Tues,Dinner,No,381,7
730,143,Thur,Lunch,No,403,5
180,337,Mon,Breakfast,No,256,7
397,107,Mon,Lunch,No,370,8
714,473,Mon,Dinner,No,807,6
61,76,Thur,Breakfast,No,473,7
568,481,Tues,Lunch,No,407,5
333,302,Wed,Breakfast,No,183,5
157,198,Wed,Breakfast,No,312,5
295,476,Tues,Lunch,No,251,3
656,148,Thur,Breakfast,No,288,7
420,376,Thur,Dinner,No,361,5
77,109,Fri,Lunch,No,593,7
708,85,Tues,Dinner,No,638,6
114,99,Thur,Dinner,No,816,8
841,63,Tues,Breakfast,Yes,110,6
637,168,Thur,Lunch,No,237,4
422,222,Thur,Lunch,No,464,5
176,223,Mon,Dinner,No,640,5
304,242,Fri,Dinner,No,824,8
492,156,Tues,Lunch,No,357,4
269,281,Thur,Dinner,No,410,5
801,489,Wed,Dinner,No,655,5
482,124,Fri,Lunch,No,298,4
151,97,Tues,Lunch,No,454,5
831,178,Wed,Lunch,No,268,6
203,87,Wed,Lunch,No,325,7
620,598,Thur,Lunch,No,408,3
68,174,Tues,Dinner,No,754,7
247,330,Fri,Lunch,No,457,7
413,74,Thur,Lunch,No,256,8
236,86,Mon,Dinner,Yes,171,6
856,479,Thur,Lunch,No,527,3
592,247,Fri,Dinner,No,619,8
275,569,Thur,Lunch,No,387,3
581,116,Mon,Lunch,Yes,115,5
748,540,Fri,Breakfast,No,253,4
435,78,Thur,Breakfast,No,453,10
635,301,Mon,Lunch,No,422,5
89,102,Wed,Lunch,No,544,5
609,219,Fri,Lunch,Yes,173,7
606,181,Tues,Dinner,No,289,6
630,198,Thur,Dinner,Yes,172,6
356,80,Wed,Lunch,No,329,5
483,89,Mon,Lunch,No,315,8
643,129,Tues,Breakfast,Yes,181,7
778,344,Tues,Dinner,No,563,7
837,99,Wed,Lunch,No,575,5
118,137,Tues,Lunch,No,561,8
73,37,Mon,Lunch,No,373,5
516,113,Mon,Lunch,No,553,8
478,252,Wed,Lunch,No,382,5
542,260,Fri,Lunch,No,261,4
282,94,Tues,Dinner,No,594,6
214,523,Thur,Lunch,No,262,3
699,197,Wed,Dinner,No,358,5
587,448,Tues,Dinner,No,490,6
839,407,Thur,Lunch,No,505,3
569,144,Thur,Lunch,No,598,5
789,87,Thur,Lunch,No,449,6
311,423,Tues,Dinner,No,758,8
864,258,Wed,Lunch,No,533,4
124,147,Fri,Breakfast,Yes,129,7
217,71,Mon,Dinner,No,528,6
591,145,Tues,Lunch,No,564,5
284,75,Thur,Dinner,Yes,136,6
61,500,Thur,Dinner,No,538,3
460,153,Mon,Dinner,No,474,7
234,520,Wed,Breakfast,No,316,3
606,102,Tues,Lunch,Yes,187,5
579,132,Tues,Breakfast,Yes,152,8
531,158,Wed,Lunch,No,291,8
30,355,Tues,Breakfast,No,362,7
503,181,Wed,Dinner,No,800,7
855,142,Thur,Lunch,No,315,4
703,111,Thur,Lunch,No,305,5
